indicateur_id,nom_indicateur,nom_origine,theme,definition,unite,source,annee,statut,table_pg,mode_stockage,colonne_valeur,filtre_indicateur,colonne_territoire,libelle_court,secteur
330,Capital humain cleaned capital humain — Population alphabète de 10 ans et plus,Population alphabète de 10 ans et plus,socio_economic,Capital humain cleaned capital humain — Population alphabète de 10 ans et plus. Thème : socio_economic. [Traçabilité : source RGPH 2024 (comparatif région TTA / national).],hab,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Population alphabète de 10 ans et plus,territoire_id,Population alphabète de 10 ans et plus,non cartographiable
331,Capital humain cleaned capital humain — Population de 10 ans et plus,Population de 10 ans et plus,socio_economic,Capital humain cleaned capital humain — Population de 10 ans et plus. Thème : socio_economic. [Traçabilité : source RGPH 2024 (comparatif région TTA / national).],hab,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Population de 10 ans et plus,territoire_id,Population de 10 ans et plus,non cartographiable
332,Capital humain cleaned capital humain — Population de 15 ans et plus,Population de 15 ans et plus,socio_economic,Capital humain cleaned capital humain — Population de 15 ans et plus. Thème : socio_economic. [Traçabilité : source RGPH 2024 (comparatif région TTA / national).],hab,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Population de 15 ans et plus,territoire_id,Population de 15 ans et plus,non cartographiable
333,Capital humain cleaned capital humain — Population de 7-12 ans,Population de 7-12 ans,socio_economic,Capital humain cleaned capital humain — Population de 7-12 ans. Thème : socio_economic. [Traçabilité : source RGPH 2024 (comparatif région TTA / national).],hab,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Population de 7-12 ans,territoire_id,Population de 7-12 ans,non cartographiable
334,Capital humain cleaned capital humain — Taux d'analphabétisme des 10 ans et plus (%),Taux d'analphabétisme des 10 ans et plus (%),socio_economic,Capital humain cleaned capital humain — Taux d'analphabétisme des 10 ans et plus (%). Thème : socio_economic. [Traçabilité : source RGPH 2024 (comparatif région TTA / national).],%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Taux d'analphabétisme des 10 ans et plus (%),territoire_id,Taux d'analphabétisme des 10 ans et plus,non cartographiable
335,Capital humain cleaned capital humain — Taux d'analphabétisme des 15 ans et plus (%),Taux d'analphabétisme des 15 ans et plus (%),socio_economic,Capital humain cleaned capital humain — Taux d'analphabétisme des 15 ans et plus (%). Thème : socio_economic. [Traçabilité : source RGPH 2024 (comparatif région TTA / national).],%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Taux d'analphabétisme des 15 ans et plus (%),territoire_id,Taux d'analphabétisme des 15 ans et plus,non cartographiable
336,Taux d'analphabétisme selon les groupes d’âges (%),Taux d'analphabétisme selon les groupes d’âges (%),socio_economic,Taux d'analphabétisme selon les groupes d’âges (%). Thème : socio_economic. [Traçabilité : source RGPH 2024 (comparatif région TTA / national).],%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Taux d'analphabétisme selon les groupes d’âges (%),territoire_id,Taux d'analphabétisme selon les groupes d’âges,non cartographiable
337,Taux de scolarisation des 12-17 ans en 2023/2024 (%),Taux de scolarisation des 12-17 ans en 2023/2024 (%),socio_economic,Taux de scolarisation des 12-17 ans en 2023/2024 (%). Thème : socio_economic. [Traçabilité : source RGPH 2024 (comparatif région TTA / national).],%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Taux de scolarisation des 12-17 ans en 2023/2024 (%),territoire_id,Taux de scolarisation des 12-17 ans en 2023/2024,non cartographiable
338,Taux de scolarisation des 4- 5 ans en 2023/2024 (%),Taux de scolarisation des 4- 5 ans en 2023/2024 (%),socio_economic,Taux de scolarisation des 4- 5 ans en 2023/2024 (%). Thème : socio_economic. [Traçabilité : source RGPH 2024 (comparatif région TTA / national).],%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Taux de scolarisation des 4- 5 ans en 2023/2024 (%),territoire_id,Taux de scolarisation des 4- 5 ans en 2023/2024,non cartographiable
367,Dataset fracture numerique fracture numerique — internet_utilisation_pct_5ansplus,internet_utilisation_pct_5ansplus,socio_economic,"Dataset fracture numerique fracture numerique — internet_utilisation_pct_5ansplus. Thème : socio_economic. [Traçabilité : source RGPH 2024 (équipement et usage, population de 5 ans et plus).]",%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_dataset_fracture_numerique_fracture_numerique,long,valeur,internet_utilisation_pct_5ansplus,territoire_id,Utilisation d'Internet (5 ans et plus),Conditions de vie
368,Dataset fracture numerique fracture numerique — ordinateur_personnel_pct_5ansplus,ordinateur_personnel_pct_5ansplus,socio_economic,"Dataset fracture numerique fracture numerique — ordinateur_personnel_pct_5ansplus. Thème : socio_economic. [Traçabilité : source RGPH 2024 (équipement et usage, population de 5 ans et plus).]",%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_dataset_fracture_numerique_fracture_numerique,long,valeur,ordinateur_personnel_pct_5ansplus,territoire_id,Ordinateur personnel (5 ans et plus),Conditions de vie
369,Dataset fracture numerique fracture numerique — telephone_mobile_pct_5ansplus,telephone_mobile_pct_5ansplus,socio_economic,"Dataset fracture numerique fracture numerique — telephone_mobile_pct_5ansplus. Thème : socio_economic. [Traçabilité : source RGPH 2024 (équipement et usage, population de 5 ans et plus).]",%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_dataset_fracture_numerique_fracture_numerique,long,valeur,telephone_mobile_pct_5ansplus,territoire_id,Téléphone mobile (5 ans et plus),Conditions de vie
370,Dataset fracture numerique provinces 2024,ordinateur_personnel_pct_5ansplus,socio_economic,"Dataset fracture numerique provinces 2024. Thème : socio_economic. [Traçabilité : source RGPH 2024 (équipement et usage, population de 5 ans et plus).]",,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_dataset_fracture_numerique_provinces_2024,large,ordinateur_personnel_pct_5ansplus,,territoire_id,Ordinateur personnel (doublon du mode large),doublon
371,"Dataset fracture numerique provinces 2024 (socio_economic, id371)",internet_utilisation_pct_5ansplus,socio_economic,"Dataset fracture numerique provinces 2024 (socio_economic, id371). Thème : socio_economic. [Traçabilité : source RGPH 2024 (équipement et usage, population de 5 ans et plus).]",,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_dataset_fracture_numerique_provinces_2024,large,internet_utilisation_pct_5ansplus,,territoire_id,Utilisation d'Internet (doublon du mode large),doublon
372,"Dataset fracture numerique provinces 2024 (socio_economic, id372)",telephone_mobile_pct_5ansplus,socio_economic,"Dataset fracture numerique provinces 2024 (socio_economic, id372). Thème : socio_economic. [Traçabilité : source RGPH 2024 (équipement et usage, population de 5 ans et plus).]",,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_dataset_fracture_numerique_provinces_2024,large,telephone_mobile_pct_5ansplus,,territoire_id,Téléphone mobile (doublon du mode large),doublon
375,Dataset fracture numerique detail milieu — telephone_mobile_pct_5ansplus,telephone_mobile_pct_5ansplus,socio_economic,"Dataset fracture numerique detail milieu — telephone_mobile_pct_5ansplus. Thème : socio_economic. [Traçabilité : source RGPH 2024 (équipement et usage, population de 5 ans et plus).]",%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_dataset_fracture_numerique_detail_milieu,long,valeur,telephone_mobile_pct_5ansplus,territoire_id,"Téléphone mobile (5 ans et plus, détail milieu)",Conditions de vie
376,Langues locales utilisées (non exclusives) (%) - Darija,Langues locales utilisées (non exclusives) (%) - Darija,socio_economic,Langues locales utilisées (non exclusives) (%) - Darija. Thème : socio_economic. [Traçabilité : source RGPH 2024.],%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Langues locales utilisées (non exclusives) (%) - Darija,territoire_id,Langues locales utilisées (non exclusives) — Darija,Démographie
377,Langues locales utilisées (non exclusives) (%) - Hassania,Langues locales utilisées (non exclusives) (%) - Hassania,socio_economic,Langues locales utilisées (non exclusives) (%) - Hassania. Thème : socio_economic. [Traçabilité : source RGPH 2024.],%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Langues locales utilisées (non exclusives) (%) - Hassania,territoire_id,Langues locales utilisées (non exclusives) — Hassania,Démographie
378,Langues locales utilisées (non exclusives) (%) - Tachelhit,Langues locales utilisées (non exclusives) (%) - Tachelhit,socio_economic,Langues locales utilisées (non exclusives) (%) - Tachelhit. Thème : socio_economic. [Traçabilité : source RGPH 2024.],%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Langues locales utilisées (non exclusives) (%) - Tachelhit,territoire_id,Langues locales utilisées (non exclusives) — Tachelhit,Démographie
379,Langues locales utilisées (non exclusives) (%) - Tamazight,Langues locales utilisées (non exclusives) (%) - Tamazight,socio_economic,Langues locales utilisées (non exclusives) (%) - Tamazight. Thème : socio_economic. [Traçabilité : source RGPH 2024.],%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Langues locales utilisées (non exclusives) (%) - Tamazight,territoire_id,Langues locales utilisées (non exclusives) — Tamazight,Démographie
380,Langues locales utilisées (non exclusives) (%) - Tarifit,Langues locales utilisées (non exclusives) (%) - Tarifit,socio_economic,Langues locales utilisées (non exclusives) (%) - Tarifit. Thème : socio_economic. [Traçabilité : source RGPH 2024.],%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Langues locales utilisées (non exclusives) (%) - Tarifit,territoire_id,Langues locales utilisées (non exclusives) — Tarifit,Démographie
381,Population active de 15 ans et plus,Population active de 15 ans et plus,socio_economic,Population active de 15 ans et plus. Thème : socio_economic. [Traçabilité : source RGPH 2024.],hab,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Population active de 15 ans et plus,territoire_id,Population active de 15 ans et plus,Emploi
382,Population active occupée de 15 ans et plus,Population active occupée de 15 ans et plus,socio_economic,Population active occupée de 15 ans et plus. Thème : socio_economic. [Traçabilité : source RGPH 2024.],hab,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Population active occupée de 15 ans et plus,territoire_id,Population active occupée de 15 ans et plus,Emploi
383,Population inactive de 15 ans et plus,Population inactive de 15 ans et plus,socio_economic,Population inactive de 15 ans et plus. Thème : socio_economic. [Traçabilité : source RGPH 2024.],hab,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Population inactive de 15 ans et plus,territoire_id,Population inactive de 15 ans et plus,Emploi
384,Statut professionnel des actifs occupés de 15 ans et plus (%) - Aide familial,Statut professionnel des actifs occupés de 15 ans et plus (%) - Aide familial,socio_economic,Statut professionnel des actifs occupés de 15 ans et plus (%) - Aide familial. Thème : socio_economic. [Traçabilité : source RGPH 2024.],%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Statut professionnel des actifs occupés de 15 ans et plus (%) - Aide familial,territoire_id,Statut professionnel des actifs occupés de 15 ans et plus — Aide familial,Emploi
385,Statut professionnel des actifs occupés de 15 ans et plus (%) - Apprenti,Statut professionnel des actifs occupés de 15 ans et plus (%) - Apprenti,socio_economic,Statut professionnel des actifs occupés de 15 ans et plus (%) - Apprenti. Thème : socio_economic. [Traçabilité : source RGPH 2024.],%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Statut professionnel des actifs occupés de 15 ans et plus (%) - Apprenti,territoire_id,Statut professionnel des actifs occupés de 15 ans et plus — Apprenti,Emploi
386,Statut professionnel des actifs occupés de 15 ans et plus (%) - Autre,Statut professionnel des actifs occupés de 15 ans et plus (%) - Autre,socio_economic,Statut professionnel des actifs occupés de 15 ans et plus (%) - Autre. Thème : socio_economic. [Traçabilité : source RGPH 2024.],%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Statut professionnel des actifs occupés de 15 ans et plus (%) - Autre,territoire_id,Statut professionnel des actifs occupés de 15 ans et plus — Autre,Emploi
387,Statut professionnel des actifs occupés de 15 ans et plus (%) - Coopérateur/Associé,Statut professionnel des actifs occupés de 15 ans et plus (%) - Coopérateur/Associé,socio_economic,Statut professionnel des actifs occupés de 15 ans et plus (%) - Coopérateur/Associé. Thème : socio_economic. [Traçabilité : source RGPH 2024.],%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Statut professionnel des actifs occupés de 15 ans et plus (%) - Coopérateur/Associé,territoire_id,Statut professionnel des actifs occupés de 15 ans et plus — Coopérateur/Associé,Emploi
388,Statut professionnel des actifs occupés de 15 ans et plus (%) - Employeur,Statut professionnel des actifs occupés de 15 ans et plus (%) - Employeur,socio_economic,Statut professionnel des actifs occupés de 15 ans et plus (%) - Employeur. Thème : socio_economic. [Traçabilité : source RGPH 2024.],%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Statut professionnel des actifs occupés de 15 ans et plus (%) - Employeur,territoire_id,Statut professionnel des actifs occupés de 15 ans et plus — Employeur,Emploi
389,Statut professionnel des actifs occupés de 15 ans et plus (%) - Indépendant,Statut professionnel des actifs occupés de 15 ans et plus (%) - Indépendant,socio_economic,Statut professionnel des actifs occupés de 15 ans et plus (%) - Indépendant. Thème : socio_economic. [Traçabilité : source RGPH 2024.],%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Statut professionnel des actifs occupés de 15 ans et plus (%) - Indépendant,territoire_id,Statut professionnel des actifs occupés de 15 ans et plus — Indépendant,Emploi
390,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur privé,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur privé,socio_economic,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur privé. Thème : socio_economic. [Traçabilité : source RGPH 2024.],%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur privé,territoire_id,Statut professionnel des actifs occupés de 15 ans et plus — Salarié du secteur privé,Emploi
391,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur public,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur public,socio_economic,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur public. Thème : socio_economic. [Traçabilité : source RGPH 2024.],%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur public,territoire_id,Statut professionnel des actifs occupés de 15 ans et plus — Salarié du secteur public,Emploi
392,Taux d'activité des 15 ans et plus (%),Taux d'activité des 15 ans et plus (%),socio_economic,Taux d'activité des 15 ans et plus (%). Thème : socio_economic. [Traçabilité : source RGPH 2024.],%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Taux d'activité des 15 ans et plus (%),territoire_id,Taux d'activité des 15 ans et plus,Emploi
393,Taux de chômage (%),Taux de chômage (%),socio_economic,Taux de chômage (%). Thème : socio_economic. [Traçabilité : source RGPH 2024.],%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Taux de chômage (%),territoire_id,Taux de chômage,Emploi
394,Rgph2024 population socio econo rgph2024 popu — Taux de prévalence du handicap (%),Taux de prévalence du handicap (%),socio_economic,Rgph2024 population socio econo rgph2024 popu — Taux de prévalence du handicap (%). Thème : socio_economic. [Traçabilité : source RGPH 2024.],%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Taux de prévalence du handicap (%),territoire_id,Taux de prévalence du handicap,Santé
402,Population urbaine (RGPH 2024),Population urbaine (RGPH 2024),demography,Population urbaine (RGPH 2024). Thème : demography.,hab,HCP — RGPH 2024,2024,validé,demo_population_milieu,long,valeur,pop_urbain,territoire_id,Population urbaine (RGPH 2024),Démographie
403,Population rurale (RGPH 2024),Population rurale (RGPH 2024),demography,Population rurale (RGPH 2024). Thème : demography.,hab,HCP — RGPH 2024,2024,validé,demo_population_milieu,long,valeur,pop_rural,territoire_id,Population rurale (RGPH 2024),Démographie
404,Taux d'urbanisation,Taux d'urbanisation,demography,Taux d'urbanisation. Thème : demography.,%,HCP — RGPH 2024,2024,validé,demo_population_milieu,long,valeur,taux_urbanisation,territoire_id,Taux d'urbanisation,Démographie
405,Accès aux soins — distance moyenne au centre de santé (commune rurale),Accès aux soins — distance moyenne au centre de santé (commune rurale),demography,"Distance moyenne au centre de santé le plus proche, pour les communes rurales. MÉTHODE : moyenne des distances déclarées par chaque douar au RGPH, pondérée par son nombre de ménages — soit Σ(distance × ménages) ÷ Σ(ménages). CONTRÔLE : la méthode a été validée sur la distance à la route goudronnée, seule des cinq à être publiée par le HCP au niveau province (écart 0,11 km, corrélation 0,997). Ce contrôle porte sur la méthode, non sur cet indicateur en particulier.",km,"ORVSIT — calculé à partir des distances douar du RGPH 2024 (HCP), pondérées par les ménages",2024,calcule_observatoire,demo_acces_communal,long,valeur,acces_sante_km,territoire_id,Accès aux soins — distance moyenne au centre de santé (commune rurale),retiré
406,Enclavement routier — distance moyenne à la route goudronnée (commune rurale),Enclavement routier — distance moyenne à la route goudronnée (commune rurale),demography,"Distance moyenne à la route goudronnée, pour les communes rurales. MÉTHODE : Σ(distance × ménages) ÷ Σ(ménages), à partir des distances déclarées par douar au RGPH. CONTRÔLE : confronté à la série publiée par le HCP au niveau province — écart absolu moyen 0,11 km, corrélation 0,997, classement des provinces identique. Au niveau province, on affiche le chiffre du HCP, jamais cet agrégat.",km,"ORVSIT — calculé à partir des distances douar du RGPH 2024 (HCP), pondérées par les ménages",2024,calcule_observatoire,demo_acces_communal,long,valeur,acces_route_goudronnee_km,territoire_id,Enclavement routier — distance moyenne à la route goudronnée (commune rurale),retiré
407,Accès à l'école primaire — distance moyenne (commune rurale),Accès à l'école primaire — distance moyenne (commune rurale),demography,"Distance moyenne à l'école primaire la plus proche, pour les communes rurales. MÉTHODE : Σ(distance × ménages) ÷ Σ(ménages), à partir des distances déclarées par douar au RGPH. COHÉRENCE : 99,0 % des 3 010 douars respectent la règle école ≤ collège.",km,"ORVSIT — calculé à partir des distances douar du RGPH 2024 (HCP), pondérées par les ménages",2024,calcule_observatoire,demo_acces_communal,long,valeur,acces_ecole_primaire_km,territoire_id,Accès à l'école primaire — distance moyenne (commune rurale),retiré
408,Accès au collège — distance moyenne (commune rurale),Accès au collège — distance moyenne (commune rurale),demography,"Distance moyenne au collège le plus proche, pour les communes rurales. MÉTHODE : Σ(distance × ménages) ÷ Σ(ménages), à partir des distances déclarées par douar au RGPH. COHÉRENCE : 94,3 % des douars respectent la règle collège ≤ lycée.",km,"ORVSIT — calculé à partir des distances douar du RGPH 2024 (HCP), pondérées par les ménages",2024,calcule_observatoire,demo_acces_communal,long,valeur,acces_college_km,territoire_id,Accès au collège — distance moyenne (commune rurale),retiré
409,Part des douars à plus de 5 km d'un centre de santé,Part des douars à plus de 5 km d'un centre de santé,demography,"Part des douars de la commune situés à plus de 5 km d'un centre de santé. MÉTHODE : simple comptage, sans moyenne ni pondération — nombre de douars au-delà de 5 km ÷ nombre total de douars de la commune. C'est le plus robuste des cinq indicateurs d'accès.",%,"ORVSIT — calculé à partir des distances douar du RGPH 2024 (HCP), pondérées par les ménages",2024,calcule_observatoire,demo_acces_communal,long,valeur,pct_douars_sante_plus5km,territoire_id,Part des douars à plus de 5 km d'un centre de santé,retiré
410,Habitants par ESSP (ensemble),hab_par_essp_total,health,"Habitants par ESSP (ensemble). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024,validé,health_offre_province,long,valeur,hab_par_essp_total,territoire_id,Habitants par ESSP (ensemble),Santé
411,Habitants par ESSP (milieu urbain),hab_par_essp_urbain,health,"Habitants par ESSP (milieu urbain). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024,validé,health_offre_province,long,valeur,hab_par_essp_urbain,territoire_id,Habitants par ESSP (milieu urbain),Santé
412,Habitants par ESSP (milieu rural),hab_par_essp_rural,health,"Habitants par ESSP (milieu rural). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024,validé,health_offre_province,long,valeur,hab_par_essp_rural,territoire_id,Habitants par ESSP (milieu rural),Santé
413,Habitants par médecin (public + privé),hab_par_medecin_public_prive,health,"Habitants par médecin (public + privé). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024,validé,health_offre_province,long,valeur,hab_par_medecin_public_prive,territoire_id,Habitants par médecin (public + privé),Santé
414,Habitants par médecin (secteur public),hab_par_medecin_public,health,"Habitants par médecin (secteur public). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024,validé,health_offre_province,long,valeur,hab_par_medecin_public,territoire_id,Habitants par médecin (secteur public),Santé
415,Habitants par médecin du RESSP (ensemble),hab_par_medecin_ressp_total,health,"Habitants par médecin du RESSP (ensemble). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024,validé,health_offre_province,long,valeur,hab_par_medecin_ressp_total,territoire_id,Habitants par médecin du RESSP (ensemble),Santé
416,Habitants par médecin du RESSP (urbain),hab_par_medecin_ressp_urbain,health,"Habitants par médecin du RESSP (urbain). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024,validé,health_offre_province,long,valeur,hab_par_medecin_ressp_urbain,territoire_id,Habitants par médecin du RESSP (urbain),Santé
417,Habitants par médecin du RESSP (rural),hab_par_medecin_ressp_rural,health,"Habitants par médecin du RESSP (rural). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024,validé,health_offre_province,long,valeur,hab_par_medecin_ressp_rural,territoire_id,Habitants par médecin du RESSP (rural),Santé
418,Habitants par infirmier (secteur public),hab_par_infirmier_public,health,"Habitants par infirmier (secteur public). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024,validé,health_offre_province,long,valeur,hab_par_infirmier_public,territoire_id,Habitants par infirmier (secteur public),Santé
419,Habitants par infirmier du RESSP (ensemble),hab_par_infirmier_ressp_total,health,"Habitants par infirmier du RESSP (ensemble). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024,validé,health_offre_province,long,valeur,hab_par_infirmier_ressp_total,territoire_id,Habitants par infirmier du RESSP (ensemble),Santé
420,Habitants par infirmier du RESSP (urbain),hab_par_infirmier_ressp_urbain,health,"Habitants par infirmier du RESSP (urbain). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024,validé,health_offre_province,long,valeur,hab_par_infirmier_ressp_urbain,territoire_id,Habitants par infirmier du RESSP (urbain),Santé
