indicateur_id,nom_indicateur,nom_origine,theme,definition,unite,source,annee,statut,table_pg,mode_stockage,colonne_valeur,filtre_indicateur,colonne_territoire,libelle_court,secteur,dispo_province,dispo_commune,sens,mots_cles
331,Capital humain cleaned capital humain — Population de 10 ans et plus,Population de 10 ans et plus,socio_economic,Capital humain cleaned capital humain — Population de 10 ans et plus. Thème : socio_economic. [Traçabilité : source RGPH 2024 (comparatif région TTA / national).],hab,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Population de 10 ans et plus,territoire_id,Population de 10 ans et plus,non cartographiable,False,False,neutre,
332,Capital humain cleaned capital humain — Population de 15 ans et plus,Population de 15 ans et plus,socio_economic,Capital humain cleaned capital humain — Population de 15 ans et plus. Thème : socio_economic. [Traçabilité : source RGPH 2024 (comparatif région TTA / national).],hab,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Population de 15 ans et plus,territoire_id,Population de 15 ans et plus,non cartographiable,False,False,neutre,
333,Capital humain cleaned capital humain — Population de 7-12 ans,Population de 7-12 ans,socio_economic,Capital humain cleaned capital humain — Population de 7-12 ans. Thème : socio_economic. [Traçabilité : source RGPH 2024 (comparatif région TTA / national).],hab,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Population de 7-12 ans,territoire_id,Population de 7-12 ans,non cartographiable,False,False,neutre,
334,Capital humain cleaned capital humain — Taux d'analphabétisme des 10 ans et plus (%),Taux d'analphabétisme des 10 ans et plus (%),socio_economic,Capital humain cleaned capital humain — Taux d'analphabétisme des 10 ans et plus (%). Thème : socio_economic. [Traçabilité : source RGPH 2024 (comparatif région TTA / national).],%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Taux d'analphabétisme des 10 ans et plus (%),territoire_id,Taux d'analphabétisme des 10 ans et plus,non cartographiable,False,False,bas_mieux,
335,Capital humain cleaned capital humain — Taux d'analphabétisme des 15 ans et plus (%),Taux d'analphabétisme des 15 ans et plus (%),socio_economic,Capital humain cleaned capital humain — Taux d'analphabétisme des 15 ans et plus (%). Thème : socio_economic. [Traçabilité : source RGPH 2024 (comparatif région TTA / national).],%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Taux d'analphabétisme des 15 ans et plus (%),territoire_id,Taux d'analphabétisme des 15 ans et plus,non cartographiable,False,False,bas_mieux,
336,Taux d'analphabétisme selon les groupes d’âges (%),Taux d'analphabétisme selon les groupes d’âges (%),socio_economic,Taux d'analphabétisme selon les groupes d’âges (%). Thème : socio_economic. [Traçabilité : source RGPH 2024 (comparatif région TTA / national).],%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Taux d'analphabétisme selon les groupes d’âges (%),territoire_id,Taux d'analphabétisme selon les groupes d’âges,non cartographiable,False,False,bas_mieux,
337,Taux de scolarisation des 12-17 ans en 2023/2024 (%),Taux de scolarisation des 12-17 ans en 2023/2024 (%),socio_economic,Taux de scolarisation des 12-17 ans en 2023/2024 (%). Thème : socio_economic. [Traçabilité : source RGPH 2024 (comparatif région TTA / national).],%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Taux de scolarisation des 12-17 ans en 2023/2024 (%),territoire_id,Taux de scolarisation des 12-17 ans en 2023/2024,non cartographiable,False,False,haut_mieux,
338,Taux de scolarisation des 4- 5 ans en 2023/2024 (%),Taux de scolarisation des 4- 5 ans en 2023/2024 (%),socio_economic,Taux de scolarisation des 4- 5 ans en 2023/2024 (%). Thème : socio_economic. [Traçabilité : source RGPH 2024 (comparatif région TTA / national).],%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_cleaned_capital_humain_cleaned_capital_humain,long,valeur,Taux de scolarisation des 4- 5 ans en 2023/2024 (%),territoire_id,Taux de scolarisation des 4- 5 ans en 2023/2024,non cartographiable,False,False,haut_mieux,
367,Dataset fracture numerique fracture numerique — internet_utilisation_pct_5ansplus,internet_utilisation_pct_5ansplus,socio_economic,"Dataset fracture numerique fracture numerique — internet_utilisation_pct_5ansplus. Thème : socio_economic. [Traçabilité : source RGPH 2024 (équipement et usage, population de 5 ans et plus).]",%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_dataset_fracture_numerique_fracture_numerique,long,valeur,internet_utilisation_pct_5ansplus,territoire_id,Utilisation d'Internet (5 ans et plus),Conditions de vie,True,False,haut_mieux,
368,Dataset fracture numerique fracture numerique — ordinateur_personnel_pct_5ansplus,ordinateur_personnel_pct_5ansplus,socio_economic,"Dataset fracture numerique fracture numerique — ordinateur_personnel_pct_5ansplus. Thème : socio_economic. [Traçabilité : source RGPH 2024 (équipement et usage, population de 5 ans et plus).]",%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_dataset_fracture_numerique_fracture_numerique,long,valeur,ordinateur_personnel_pct_5ansplus,territoire_id,Ordinateur personnel (5 ans et plus),Conditions de vie,True,False,haut_mieux,informatique
369,Dataset fracture numerique fracture numerique — telephone_mobile_pct_5ansplus,telephone_mobile_pct_5ansplus,socio_economic,"Dataset fracture numerique fracture numerique — telephone_mobile_pct_5ansplus. Thème : socio_economic. [Traçabilité : source RGPH 2024 (équipement et usage, population de 5 ans et plus).]",%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_dataset_fracture_numerique_fracture_numerique,long,valeur,telephone_mobile_pct_5ansplus,territoire_id,Téléphone mobile (5 ans et plus),Conditions de vie,True,False,haut_mieux,
375,Dataset fracture numerique detail milieu — telephone_mobile_pct_5ansplus,telephone_mobile_pct_5ansplus,socio_economic,"Dataset fracture numerique detail milieu — telephone_mobile_pct_5ansplus. Thème : socio_economic. [Traçabilité : source RGPH 2024 (équipement et usage, population de 5 ans et plus).]",%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_dataset_fracture_numerique_detail_milieu,long,valeur,telephone_mobile_pct_5ansplus,territoire_id,"Téléphone mobile (5 ans et plus, détail milieu)",Conditions de vie,True,False,haut_mieux,
376,Langues locales utilisées (non exclusives) (%) - Darija,Langues locales utilisées (non exclusives) (%) - Darija,socio_economic,"Part de la population déclarant utiliser cette langue locale. Les réponses sont non exclusives : une même personne peut en déclarer plusieurs, et la somme des parts dépasse donc cent. Elles ne doivent jamais être additionnées ni présentées comme une répartition. [Traçabilité : source RGPH 2024.]",%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Langues locales utilisées (non exclusives) (%) - Darija,territoire_id,Langues locales utilisées (non exclusives) — Darija,Démographie,True,True,neutre,
377,Langues locales utilisées (non exclusives) (%) - Hassania,Langues locales utilisées (non exclusives) (%) - Hassania,socio_economic,"Part de la population déclarant utiliser cette langue locale. Les réponses sont non exclusives : une même personne peut en déclarer plusieurs, et la somme des parts dépasse donc cent. Elles ne doivent jamais être additionnées ni présentées comme une répartition. [Traçabilité : source RGPH 2024.]",%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Langues locales utilisées (non exclusives) (%) - Hassania,territoire_id,Langues locales utilisées (non exclusives) — Hassania,Démographie,True,True,neutre,
378,Langues locales utilisées (non exclusives) (%) - Tachelhit,Langues locales utilisées (non exclusives) (%) - Tachelhit,socio_economic,"Part de la population déclarant utiliser cette langue locale. Les réponses sont non exclusives : une même personne peut en déclarer plusieurs, et la somme des parts dépasse donc cent. Elles ne doivent jamais être additionnées ni présentées comme une répartition. [Traçabilité : source RGPH 2024.]",%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Langues locales utilisées (non exclusives) (%) - Tachelhit,territoire_id,Langues locales utilisées (non exclusives) — Tachelhit,Démographie,True,True,neutre,
379,Langues locales utilisées (non exclusives) (%) - Tamazight,Langues locales utilisées (non exclusives) (%) - Tamazight,socio_economic,"Part de la population déclarant utiliser cette langue locale. Les réponses sont non exclusives : une même personne peut en déclarer plusieurs, et la somme des parts dépasse donc cent. Elles ne doivent jamais être additionnées ni présentées comme une répartition. [Traçabilité : source RGPH 2024.]",%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Langues locales utilisées (non exclusives) (%) - Tamazight,territoire_id,Langues locales utilisées (non exclusives) — Tamazight,Démographie,True,True,neutre,
380,Langues locales utilisées (non exclusives) (%) - Tarifit,Langues locales utilisées (non exclusives) (%) - Tarifit,socio_economic,"Part de la population déclarant utiliser cette langue locale. Les réponses sont non exclusives : une même personne peut en déclarer plusieurs, et la somme des parts dépasse donc cent. Elles ne doivent jamais être additionnées ni présentées comme une répartition. [Traçabilité : source RGPH 2024.]",%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Langues locales utilisées (non exclusives) (%) - Tarifit,territoire_id,Langues locales utilisées (non exclusives) — Tarifit,Démographie,True,True,neutre,
381,Population active de 15 ans et plus,Population active de 15 ans et plus,socio_economic,"Population âgée de 15 ans et plus qui occupe un emploi ou en recherche un activement. Elle réunit les actifs occupés et les chômeurs, et sert de dénominateur au taux de chômage. [Traçabilité : source RGPH 2024.]",hab,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Population active de 15 ans et plus,territoire_id,Population active de 15 ans et plus,Emploi,True,True,neutre,
382,Population active occupée de 15 ans et plus,Population active occupée de 15 ans et plus,socio_economic,"Population âgée de 15 ans et plus exerçant une activité rémunérée ou une aide familiale, même à temps partiel ou de façon occasionnelle. [Traçabilité : source RGPH 2024.]",hab,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Population active occupée de 15 ans et plus,territoire_id,Population active occupée de 15 ans et plus,Emploi,True,True,neutre,
383,Population inactive de 15 ans et plus,Population inactive de 15 ans et plus,socio_economic,"Population âgée de 15 ans et plus n'occupant pas d'emploi et n'en recherchant pas : élèves et étudiants, personnes au foyer, retraités, personnes empêchées. Elle ne doit pas être confondue avec les chômeurs, qui sont comptés parmi les actifs. [Traçabilité : source RGPH 2024.]",hab,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Population inactive de 15 ans et plus,territoire_id,Population inactive de 15 ans et plus,Emploi,True,True,neutre,
384,Statut professionnel des actifs occupés de 15 ans et plus (%) - Aide familial,Statut professionnel des actifs occupés de 15 ans et plus (%) - Aide familial,socio_economic,"Répartition des actifs occupés de 15 ans et plus selon leur statut dans l'emploi — employeur, indépendant, salarié du secteur public ou privé, coopérateur, aide familiale, apprenti, autre — en pourcentage des actifs occupés. Elle ne renseigne pas sur le secteur d'activité ni sur le niveau de rémunération. [Traçabilité : source RGPH 2024.]",%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Statut professionnel des actifs occupés de 15 ans et plus (%) - Aide familial,territoire_id,Statut professionnel des actifs occupés de 15 ans et plus — Aide familial,Emploi,True,True,neutre,
385,Statut professionnel des actifs occupés de 15 ans et plus (%) - Apprenti,Statut professionnel des actifs occupés de 15 ans et plus (%) - Apprenti,socio_economic,"Répartition des actifs occupés de 15 ans et plus selon leur statut dans l'emploi — employeur, indépendant, salarié du secteur public ou privé, coopérateur, aide familiale, apprenti, autre — en pourcentage des actifs occupés. Elle ne renseigne pas sur le secteur d'activité ni sur le niveau de rémunération. [Traçabilité : source RGPH 2024.]",%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Statut professionnel des actifs occupés de 15 ans et plus (%) - Apprenti,territoire_id,Statut professionnel des actifs occupés de 15 ans et plus — Apprenti,Emploi,True,True,neutre,
386,Statut professionnel des actifs occupés de 15 ans et plus (%) - Autre,Statut professionnel des actifs occupés de 15 ans et plus (%) - Autre,socio_economic,"Répartition des actifs occupés de 15 ans et plus selon leur statut dans l'emploi — employeur, indépendant, salarié du secteur public ou privé, coopérateur, aide familiale, apprenti, autre — en pourcentage des actifs occupés. Elle ne renseigne pas sur le secteur d'activité ni sur le niveau de rémunération. [Traçabilité : source RGPH 2024.]",%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Statut professionnel des actifs occupés de 15 ans et plus (%) - Autre,territoire_id,Statut professionnel des actifs occupés de 15 ans et plus — Autre,Emploi,True,True,neutre,
387,Statut professionnel des actifs occupés de 15 ans et plus (%) - Coopérateur/Associé,Statut professionnel des actifs occupés de 15 ans et plus (%) - Coopérateur/Associé,socio_economic,"Répartition des actifs occupés de 15 ans et plus selon leur statut dans l'emploi — employeur, indépendant, salarié du secteur public ou privé, coopérateur, aide familiale, apprenti, autre — en pourcentage des actifs occupés. Elle ne renseigne pas sur le secteur d'activité ni sur le niveau de rémunération. [Traçabilité : source RGPH 2024.]",%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Statut professionnel des actifs occupés de 15 ans et plus (%) - Coopérateur/Associé,territoire_id,Statut professionnel des actifs occupés de 15 ans et plus — Coopérateur/Associé,Emploi,True,True,neutre,
388,Statut professionnel des actifs occupés de 15 ans et plus (%) - Employeur,Statut professionnel des actifs occupés de 15 ans et plus (%) - Employeur,socio_economic,"Répartition des actifs occupés de 15 ans et plus selon leur statut dans l'emploi — employeur, indépendant, salarié du secteur public ou privé, coopérateur, aide familiale, apprenti, autre — en pourcentage des actifs occupés. Elle ne renseigne pas sur le secteur d'activité ni sur le niveau de rémunération. [Traçabilité : source RGPH 2024.]",%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Statut professionnel des actifs occupés de 15 ans et plus (%) - Employeur,territoire_id,Statut professionnel des actifs occupés de 15 ans et plus — Employeur,Emploi,True,True,neutre,
389,Statut professionnel des actifs occupés de 15 ans et plus (%) - Indépendant,Statut professionnel des actifs occupés de 15 ans et plus (%) - Indépendant,socio_economic,"Répartition des actifs occupés de 15 ans et plus selon leur statut dans l'emploi — employeur, indépendant, salarié du secteur public ou privé, coopérateur, aide familiale, apprenti, autre — en pourcentage des actifs occupés. Elle ne renseigne pas sur le secteur d'activité ni sur le niveau de rémunération. [Traçabilité : source RGPH 2024.]",%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Statut professionnel des actifs occupés de 15 ans et plus (%) - Indépendant,territoire_id,Statut professionnel des actifs occupés de 15 ans et plus — Indépendant,Emploi,True,True,neutre,
390,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur privé,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur privé,socio_economic,"Répartition des actifs occupés de 15 ans et plus selon leur statut dans l'emploi — employeur, indépendant, salarié du secteur public ou privé, coopérateur, aide familiale, apprenti, autre — en pourcentage des actifs occupés. Elle ne renseigne pas sur le secteur d'activité ni sur le niveau de rémunération. [Traçabilité : source RGPH 2024.]",%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur privé,territoire_id,Statut professionnel des actifs occupés de 15 ans et plus — Salarié du secteur privé,Emploi,True,True,neutre,
391,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur public,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur public,socio_economic,"Répartition des actifs occupés de 15 ans et plus selon leur statut dans l'emploi — employeur, indépendant, salarié du secteur public ou privé, coopérateur, aide familiale, apprenti, autre — en pourcentage des actifs occupés. Elle ne renseigne pas sur le secteur d'activité ni sur le niveau de rémunération. [Traçabilité : source RGPH 2024.]",%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Statut professionnel des actifs occupés de 15 ans et plus (%) - Salarié du secteur public,territoire_id,Statut professionnel des actifs occupés de 15 ans et plus — Salarié du secteur public,Emploi,True,True,neutre,
392,Taux d'activité des 15 ans et plus (%),Taux d'activité des 15 ans et plus (%),socio_economic,"Part de la population âgée de 15 ans et plus qui est active — occupée ou au chômage — rapportée à l'ensemble de cette population. Un taux d'activité bas traduit une forte inactivité, non un fort chômage. [Traçabilité : source RGPH 2024.]",%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Taux d'activité des 15 ans et plus (%),territoire_id,Taux d'activité des 15 ans et plus,Emploi,True,True,haut_mieux,
393,Taux de chômage (%),Taux de chômage (%),socio_economic,Part des chômeurs dans la population active de 15 ans et plus. Le dénominateur est la population active et non la population totale : un territoire où peu de personnes se déclarent actives peut afficher un taux de chômage modéré tout en comptant peu d'emplois. À lire avec le taux d'activité. [Traçabilité : source RGPH 2024.],%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Taux de chômage (%),territoire_id,Taux de chômage,Emploi,True,True,bas_mieux,chômeurs
394,Rgph2024 population socio econo rgph2024 popu — Taux de prévalence du handicap (%),Taux de prévalence du handicap (%),socio_economic,Rgph2024 population socio econo rgph2024 popu — Taux de prévalence du handicap (%). Thème : socio_economic. [Traçabilité : source RGPH 2024.],%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,socio_economic_rgph2024_population_socio_econo_rgph2024_popu,long,valeur,Taux de prévalence du handicap (%),territoire_id,Taux de prévalence du handicap,Santé,True,True,bas_mieux,
402,Population urbaine (RGPH 2024),Population urbaine (RGPH 2024),demography,Population résidant dans les communes classées urbaines par le découpage administratif en vigueur. Le caractère urbain relève d'un statut administratif et non d'un seuil de densité ou de taille.,hab,HCP — RGPH 2024,2024,validé,demo_population_milieu,long,valeur,pop_urbain,territoire_id,Population urbaine (RGPH 2024),Démographie,True,False,neutre,
403,Population rurale (RGPH 2024),Population rurale (RGPH 2024),demography,Population résidant dans les communes classées rurales par le découpage administratif en vigueur.,hab,HCP — RGPH 2024,2024,validé,demo_population_milieu,long,valeur,pop_rural,territoire_id,Population rurale (RGPH 2024),Démographie,True,False,neutre,
404,Taux d'urbanisation,Taux d'urbanisation,demography,"Part de la population résidant en milieu urbain, rapportée à la population totale du territoire. Il ne mesure pas l'étalement urbain ni la densité : une commune entièrement rurale mais très peuplée reste à zéro.",%,HCP — RGPH 2024,2024,validé,demo_population_milieu,long,valeur,taux_urbanisation,territoire_id,Taux d'urbanisation,Démographie,True,False,neutre,
410,Habitants par ESSP (ensemble),hab_par_essp_total,health,"Habitants par ESSP (ensemble). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024,validé,health_offre_province,long,valeur,hab_par_essp_total,territoire_id,Habitants par ESSP (ensemble),Santé,True,False,bas_mieux,
411,Habitants par ESSP (milieu urbain),hab_par_essp_urbain,health,"Habitants par ESSP (milieu urbain). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024,validé,health_offre_province,long,valeur,hab_par_essp_urbain,territoire_id,Habitants par ESSP (milieu urbain),Santé,True,False,bas_mieux,
412,Habitants par ESSP (milieu rural),hab_par_essp_rural,health,"Habitants par ESSP (milieu rural). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024,validé,health_offre_province,long,valeur,hab_par_essp_rural,territoire_id,Habitants par ESSP (milieu rural),Santé,True,False,bas_mieux,
413,Habitants par médecin (public + privé),hab_par_medecin_public_prive,health,"Habitants par médecin (public + privé). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024,validé,health_offre_province,long,valeur,hab_par_medecin_public_prive,territoire_id,Habitants par médecin (public + privé),Santé,True,False,bas_mieux,
414,Habitants par médecin (secteur public),hab_par_medecin_public,health,"Habitants par médecin (secteur public). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024,validé,health_offre_province,long,valeur,hab_par_medecin_public,territoire_id,Habitants par médecin (secteur public),Santé,True,False,bas_mieux,
415,Habitants par médecin du RESSP (ensemble),hab_par_medecin_ressp_total,health,"Habitants par médecin du RESSP (ensemble). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024,validé,health_offre_province,long,valeur,hab_par_medecin_ressp_total,territoire_id,Habitants par médecin du RESSP (ensemble),Santé,True,False,bas_mieux,
416,Habitants par médecin du RESSP (urbain),hab_par_medecin_ressp_urbain,health,"Habitants par médecin du RESSP (urbain). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024,validé,health_offre_province,long,valeur,hab_par_medecin_ressp_urbain,territoire_id,Habitants par médecin du RESSP (urbain),Santé,True,False,bas_mieux,
417,Habitants par médecin du RESSP (rural),hab_par_medecin_ressp_rural,health,"Habitants par médecin du RESSP (rural). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024,validé,health_offre_province,long,valeur,hab_par_medecin_ressp_rural,territoire_id,Habitants par médecin du RESSP (rural),Santé,True,False,bas_mieux,
418,Habitants par infirmier (secteur public),hab_par_infirmier_public,health,"Habitants par infirmier (secteur public). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024,validé,health_offre_province,long,valeur,hab_par_infirmier_public,territoire_id,Habitants par infirmier (secteur public),Santé,True,False,bas_mieux,
419,Habitants par infirmier du RESSP (ensemble),hab_par_infirmier_ressp_total,health,"Habitants par infirmier du RESSP (ensemble). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024,validé,health_offre_province,long,valeur,hab_par_infirmier_ressp_total,territoire_id,Habitants par infirmier du RESSP (ensemble),Santé,True,False,bas_mieux,
420,Habitants par infirmier du RESSP (urbain),hab_par_infirmier_ressp_urbain,health,"Habitants par infirmier du RESSP (urbain). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024,validé,health_offre_province,long,valeur,hab_par_infirmier_ressp_urbain,territoire_id,Habitants par infirmier du RESSP (urbain),Santé,True,False,bas_mieux,
421,Habitants par infirmier du RESSP (rural),hab_par_infirmier_ressp_rural,health,"Habitants par infirmier du RESSP (rural). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024,validé,health_offre_province,long,valeur,hab_par_infirmier_ressp_rural,territoire_id,Habitants par infirmier du RESSP (rural),Santé,True,False,bas_mieux,
422,Habitants par lit hospitalier (public + privé),hab_par_lit_public_prive,health,"Habitants par lit hospitalier (public + privé). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024,validé,health_offre_province,long,valeur,hab_par_lit_public_prive,territoire_id,Habitants par lit hospitalier (public + privé),Santé,True,False,bas_mieux,
423,Habitants par lit hospitalier (secteur public),hab_par_lit_public,health,"Habitants par lit hospitalier (secteur public). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024,validé,health_offre_province,long,valeur,hab_par_lit_public,territoire_id,Habitants par lit hospitalier (secteur public),Santé,True,False,bas_mieux,
